Orientation,Length,Nonsyn,HSmut,Convergent,Parallel,Coincidental
CD,200,6,3,0,2,1
CD,201,17,8,0,7,1
CD,201,7,0,0,0,0
CD,201,1,0,0,0,0
CD,202,10,2,0,2,0
CD,202,8,2,0,2,0
CD,202,2,0,0,0,0
CD,202,1,0,0,0,0
CD,203,5,0,0,0,0
CD,203,22,7,0,7,0
CD,203,8,0,0,0,0
CD,204,16,2,0,2,0
CD,204,27,11,0,7,4
CD,204,13,4,0,2,2
CD,204,4,0,0,0,0
CD,204,16,6,0,5,1
CD,204,9,0,0,0,0
CD,204,5,2,0,2,0
CD,204,2,0,0,0,0
CD,205,37,20,0,18,2
CD,205,34,11,0,10,1
CD,205,19,7,0,5,2
CD,205,23,14,0,12,2
CD,205,16,4,0,2,2
CD,205,13,4,0,4,0
CD,205,17,4,0,4,0
CD,205,3,2,0,2,0
CD,206,11,4,0,0,4
CD,206,21,11,0,9,2
CD,206,5,0,0,0,0
CD,206,23,11,0,7,4
CD,206,7,0,0,0,0
CD,206,10,6,0,6,0
CD,206,9,0,0,0,0
CD,207,27,5,0,5,0
CD,207,8,2,0,2,0
CD,207,9,2,0,2,0
CD,207,14,8,0,4,4
CD,207,9,2,0,2,0
CD,207,3,0,0,0,0
CD,208,9,0,0,0,0
CD,208,30,18,0,15,3
CD,208,32,14,2,11,1
CD,208,24,13,0,9,4
CD,208,9,0,0,0,0
CD,208,14,8,0,8,0
CD,208,5,2,0,0,2
CD,209,22,8,0,8,0
CD,209,18,9,0,6,3
CD,209,17,7,0,3,4
CD,209,19,9,0,6,3
CD,209,8,5,0,3,2
CD,209,7,0,0,0,0
CD,209,5,0,0,0,0
CD,209,1,0,0,0,0
CD,209,1,0,0,0,0
CD,210,32,19,0,16,3
CD,210,13,2,0,0,2
CD,210,7,2,0,0,2
CD,210,5,4,0,4,0
CD,210,2,0,0,0,0
CD,211,35,11,0,9,2
CD,211,36,18,0,13,5
CD,211,11,4,0,4,0
CD,211,17,9,0,7,2
CD,211,15,8,0,8,0
CD,211,2,0,0,0,0
CD,211,5,2,0,2,0
CD,211,9,0,0,0,0
CD,211,1,0,0,0,0
CD,212,20,7,0,7,0
CD,212,10,4,0,4,0
CD,212,10,2,0,2,0
CD,212,6,0,0,0,0
CD,212,0,0,0,0,0
CD,213,6,2,0,0,2
CD,213,18,4,0,4,0
CD,213,21,6,0,6,0
CD,213,12,5,0,5,0
CD,213,10,4,0,4,0
CD,213,12,0,0,0,0
CD,213,17,8,0,7,1
CD,213,8,0,0,0,0
CD,213,4,2,0,2,0
CD,214,19,12,0,8,4
CD,214,15,2,0,0,2
CD,214,9,3,0,3,0
CD,214,3,0,0,0,0
CD,214,2,2,0,2,0
CD,215,26,10,0,7,3
CD,215,19,6,0,2,4
CD,215,1,0,0,0,0
CD,216,25,13,0,10,3
CD,216,18,3,0,3,0
CD,216,7,0,0,0,0
CD,216,11,5,0,5,0
CD,216,7,2,0,2,0
CD,217,23,11,0,5,6
CD,217,6,2,0,2,0
CD,217,11,4,0,4,0
CD,217,13,2,0,2,0
CD,217,11,2,0,2,0
CD,217,6,2,0,2,0
CD,217,8,2,0,2,0
CD,217,17,6,0,4,2
CD,217,5,0,0,0,0
CD,217,3,0,0,0,0
CD,218,13,2,0,2,0
CD,218,7,0,0,0,0
CD,218,4,3,0,3,0
CD,218,8,0,0,0,0
CD,218,3,0,0,0,0
CD,218,1,0,0,0,0
CD,219,25,8,0,8,0
CD,219,10,4,0,4,0
CD,219,11,8,0,7,1
CD,219,10,2,0,2,0
CD,219,3,0,0,0,0
CD,219,3,0,0,0,0
CD,219,4,2,0,2,0
CD,220,42,23,0,21,2
CD,220,18,4,0,4,0
CD,220,14,9,0,9,0
CD,220,16,9,0,9,0
CD,220,14,4,0,0,4
CD,221,20,2,0,2,0
CD,221,10,5,0,0,5
CD,221,8,3,0,3,0
CD,221,5,2,0,2,0
CD,221,9,0,0,0,0
CD,221,4,2,0,2,0
CD,221,1,0,0,0,0
CD,222,18,9,0,9,0
CD,222,17,10,0,10,0
CD,222,6,0,0,0,0
CD,222,3,0,0,0,0
CD,223,9,0,0,0,0
CD,223,8,0,0,0,0
CD,223,8,2,0,2,0
CD,223,6,2,0,2,0
CD,223,11,6,0,5,1
CD,224,12,0,0,0,0
CD,224,11,5,0,3,2
CD,224,18,13,0,13,0
CD,224,5,0,0,0,0
CD,224,4,0,0,0,0
CD,224,0,0,0,0,0
CD,225,33,12,0,10,2
CD,225,17,6,0,6,0
CD,225,11,0,0,0,0
CD,225,9,0,0,0,0
CD,225,10,5,0,5,0
CD,225,7,2,0,2,0
CD,225,3,0,0,0,0
CD,225,6,4,0,4,0
CD,226,46,26,0,22,4
CD,226,31,11,0,10,1
CD,226,33,17,0,15,2
CD,226,15,7,0,7,0
CD,226,10,2,0,2,0
CD,226,13,4,0,4,0
CD,226,13,9,0,9,0
CD,226,16,4,0,4,0
CD,226,9,2,0,0,2
CD,226,17,8,0,4,4
CD,226,7,5,0,2,3
CD,226,7,2,0,0,2
CD,226,9,3,0,2,1
CD,227,53,24,5,13,6
CD,227,22,6,0,4,2
CD,227,17,2,0,2,0
CD,227,12,4,0,2,2
CD,227,16,6,0,4,2
CD,227,9,0,0,0,0
CD,227,7,0,0,0,0
CD,228,19,9,0,8,1
CD,228,33,19,0,18,1
CD,228,12,0,0,0,0
CD,228,12,0,0,0,0
CD,228,28,17,0,13,4
CD,228,15,7,0,7,0
CD,228,7,0,0,0,0
CD,229,15,2,0,0,2
CD,229,16,8,0,4,4
CD,229,10,3,0,2,1
CD,229,16,4,0,2,2
CD,229,12,2,0,0,2
CD,229,5,0,0,0,0
CD,229,4,0,0,0,0
CD,229,9,0,0,0,0
CD,229,1,0,0,0,0
CD,230,27,7,0,0,7
CD,230,20,8,0,8,0
CD,230,13,0,0,0,0
CD,230,15,6,0,6,0
CD,231,7,0,0,0,0
CD,231,25,11,0,9,2
CD,231,7,2,0,2,0
CD,231,15,12,0,9,3
CD,231,12,4,0,2,2
CD,231,14,3,0,2,1
CD,231,11,4,0,2,2
CD,231,15,8,0,7,1
CD,231,2,0,0,0,0
CD,231,2,0,0,0,0
CD,231,2,0,0,0,0
CD,232,35,24,2,17,5
CD,232,18,7,0,4,3
CD,232,14,5,0,4,1
CD,232,6,0,0,0,0
CD,232,5,0,0,0,0
CD,232,2,0,0,0,0
CD,233,14,7,0,7,0
CD,233,16,2,0,2,0
CD,233,9,4,0,2,2
CD,233,3,0,0,0,0
CD,233,7,2,0,2,0
CD,233,8,2,0,2,0
CD,234,17,4,0,4,0
CD,235,11,4,0,2,2
CD,235,6,0,0,0,0
CD,235,25,12,0,12,0
CD,235,17,2,0,2,0
CD,235,6,0,0,0,0
CD,235,9,4,0,4,0
CD,235,4,0,0,0,0
CD,235,3,0,0,0,0
CD,235,1,0,0,0,0
CD,235,2,0,0,0,0
CD,236,13,4,0,2,2
CD,236,20,7,0,7,0
CD,236,10,4,0,2,2
CD,236,13,5,0,5,0
CD,236,3,0,0,0,0
CD,237,24,14,0,10,4
CD,237,24,10,0,7,3
CD,237,11,4,0,4,0
CD,237,5,0,0,0,0
CD,237,8,2,0,2,0
CD,237,14,5,0,3,2
CD,237,0,0,0,0,0
CD,238,18,6,0,4,2
CD,238,15,8,0,8,0
CD,238,12,0,0,0,0
CD,238,7,0,0,0,0
CD,238,6,4,0,4,0
CD,238,7,2,0,2,0
CD,239,13,3,0,2,1
CD,239,9,4,0,2,2
CD,239,11,4,0,4,0
CD,239,17,9,0,7,2
CD,239,4,0,0,0,0
CD,239,0,0,0,0,0
CD,240,17,0,0,0,0
CD,240,29,11,0,7,4
CD,240,15,2,0,2,0
CD,240,15,5,0,5,0
CD,240,20,4,0,2,2
CD,240,10,7,0,5,2
CD,240,3,0,0,0,0
CD,240,6,0,0,0,0
CD,240,5,0,0,0,0
CD,240,1,0,0,0,0
CD,241,21,9,0,9,0
CD,241,12,2,0,2,0
CD,241,27,13,0,10,3
CD,241,12,8,0,8,0
CD,241,11,5,0,2,3
CD,242,13,5,0,3,2
CD,242,10,2,0,2,0
CD,242,11,2,0,2,0
CD,242,10,2,0,2,0
CD,242,5,0,0,0,0
CD,243,18,5,0,4,1
CD,243,17,9,0,7,2
CD,243,20,7,0,5,2
CD,243,7,0,0,0,0
CD,243,5,0,0,0,0
CD,243,10,4,0,4,0
CD,243,8,2,0,0,2
CD,244,15,7,0,5,2
CD,244,5,3,0,2,1
CD,244,17,4,0,2,2
CD,244,6,0,0,0,0
CD,244,1,0,0,0,0
CD,245,11,4,0,4,0
CD,245,21,8,0,6,2
CD,245,19,8,0,4,4
CD,245,6,2,0,0,2
CD,245,3,0,0,0,0
CD,245,0,0,0,0,0
CD,246,38,12,0,2,10
CD,246,8,0,0,0,0
CD,246,14,2,0,0,2
CD,246,10,7,0,5,2
CD,246,5,2,0,2,0
CD,246,8,0,0,0,0
CD,246,1,0,0,0,0
CD,247,19,5,0,5,0
CD,247,16,8,0,4,4
CD,247,19,7,0,7,0
CD,247,27,9,0,6,3
CD,247,12,2,0,2,0
CD,247,10,2,0,0,2
CD,248,25,9,5,0,4
CD,248,14,6,0,2,4
CD,248,19,2,0,2,0
CD,248,2,0,0,0,0
CD,249,7,0,0,0,0
CD,249,11,0,0,0,0
CD,249,23,13,0,13,0
CD,249,5,0,0,0,0
CD,249,5,0,0,0,0
CD,249,2,0,0,0,0
CD,250,33,22,0,21,1
CD,250,14,7,0,7,0
CD,250,6,0,0,0,0
CD,250,10,0,0,0,0
CD,250,0,0,0,0,0
CD,251,10,0,0,0,0
CD,251,15,7,0,5,2
CD,251,10,2,0,0,2
CD,251,12,2,0,2,0
CD,251,7,4,0,0,4
CD,252,22,12,0,11,1
CD,252,17,5,0,5,0
CD,252,6,0,0,0,0
CD,252,3,0,0,0,0
CD,252,5,0,0,0,0
CD,252,14,8,0,8,0
CD,252,6,0,0,0,0
CD,253,24,4,0,2,2
CD,253,28,6,0,6,0
CD,253,18,5,0,5,0
CD,253,18,10,0,7,3
CD,253,11,0,0,0,0
CD,253,6,5,0,4,1
CD,253,5,2,0,2,0
CD,253,5,0,0,0,0
CD,253,0,0,0,0,0
CD,254,33,12,0,10,2
CD,254,30,18,0,18,0
CD,254,11,0,0,0,0
CD,254,9,2,0,2,0
CD,254,17,2,0,2,0
CD,254,24,8,0,7,1
CD,254,17,6,0,4,2
CD,254,7,0,0,0,0
CD,254,10,7,0,4,3
CD,254,9,3,0,3,0
CD,254,4,0,0,0,0
CD,255,12,3,0,2,1
CD,255,11,0,0,0,0
CD,255,20,11,0,11,0
CD,255,16,2,0,2,0
CD,255,17,2,0,0,2
CD,255,20,9,0,9,0
CD,255,12,2,0,0,2
CD,255,19,4,0,2,2
CD,255,6,0,0,0,0
CD,255,5,0,0,0,0
CD,255,13,4,0,0,4
CD,255,9,2,0,0,2
CD,255,5,2,0,2,0
CD,255,4,2,0,2,0
CD,256,25,3,0,2,1
CD,256,29,16,0,8,8
CD,256,12,4,0,4,0
CD,256,13,2,0,2,0
CD,256,6,2,0,2,0
CD,256,11,5,0,4,1
CD,256,5,0,0,0,0
CD,257,25,6,0,6,0
CD,257,21,11,0,8,3
CD,257,21,7,0,5,2
CD,257,14,4,0,4,0
CD,257,17,6,0,6,0
CD,257,23,10,0,10,0
CD,257,20,10,0,7,3
CD,257,9,2,0,2,0
CD,257,21,8,0,8,0
CD,257,21,9,0,7,2
CD,257,15,0,0,0,0
CD,257,8,2,0,2,0
CD,258,24,4,0,4,0
CD,258,21,8,0,8,0
CD,258,23,8,0,8,0
CD,258,12,2,0,2,0
CD,258,6,4,0,2,2
CD,258,5,3,0,2,1
CD,258,8,4,0,2,2
CD,258,7,0,0,0,0
CD,258,6,0,0,0,0
CD,258,3,0,0,0,0
CD,259,13,6,0,5,1
CD,259,16,2,0,2,0
CD,259,12,2,0,2,0
CD,259,12,6,0,6,0
CD,259,5,2,0,2,0
CD,259,3,0,0,0,0
CD,259,4,0,0,0,0
CD,259,3,0,0,0,0
CD,259,1,0,0,0,0
CD,260,22,6,0,2,4
CD,260,13,4,0,2,2
CD,260,4,0,0,0,0
CD,260,13,6,0,2,4
CD,260,11,0,0,0,0
CD,260,4,2,0,2,0
CD,261,19,6,0,6,0
CD,261,28,11,0,8,3
CD,261,12,2,0,2,0
CD,261,25,12,0,10,2
CD,261,16,9,0,9,0
CD,261,9,6,0,6,0
CD,261,12,0,0,0,0
CD,261,4,2,0,2,0
CD,261,5,4,0,4,0
CD,262,23,4,0,2,2
CD,262,21,2,0,2,0
CD,262,17,2,0,2,0
CD,262,9,2,0,0,2
CD,263,17,4,0,0,4
CD,263,14,9,0,9,0
CD,263,5,0,0,0,0
CD,263,8,2,0,0,2
CD,264,13,2,0,2,0
CD,264,9,0,0,0,0
CD,264,13,0,0,0,0
CD,264,18,6,0,4,2
CD,264,9,0,0,0,0
CD,264,11,2,0,2,0
CD,264,8,0,0,0,0
CD,264,20,12,0,8,4
CD,264,5,0,0,0,0
CD,264,3,0,0,0,0
CD,264,6,0,0,0,0
CD,264,3,0,0,0,0
CD,265,19,9,0,9,0
CD,265,8,6,0,6,0
CD,265,13,8,0,8,0
CD,266,11,2,0,2,0
CD,266,13,9,0,9,0
CD,266,2,0,0,0,0
CD,267,25,7,0,5,2
CD,267,10,6,0,6,0
CD,267,8,4,0,4,0
CD,267,4,0,0,0,0
CD,268,24,12,0,12,0
CD,268,13,6,0,6,0
CD,268,18,5,0,5,0
CD,268,10,5,0,5,0
CD,269,14,2,0,2,0
CD,269,21,10,0,9,1
CD,269,6,0,0,0,0
CD,269,14,0,0,0,0
CD,269,7,2,0,2,0
CD,269,4,2,0,2,0
CD,269,14,7,0,6,1
CD,269,7,2,0,2,0
CD,269,9,2,0,0,2
CD,270,11,2,0,2,0
CD,270,17,5,0,4,1
CD,270,13,2,0,2,0
CD,270,22,10,0,10,0
CD,270,2,0,0,0,0
CD,271,18,5,0,5,0
CD,271,5,0,0,0,0
CD,271,4,0,0,0,0
CD,271,0,0,0,0,0
CD,272,23,7,0,5,2
CD,272,23,11,0,6,5
CD,272,13,8,0,6,2
CD,272,17,9,0,9,0
CD,272,16,7,0,7,0
CD,272,6,2,0,2,0
CD,272,4,0,0,0,0
CD,272,4,0,0,0,0
CD,273,16,2,0,2,0
CD,273,23,6,0,4,2
CD,273,9,4,0,4,0
CD,273,3,0,0,0,0
CD,274,21,2,0,2,0
CD,274,18,6,0,4,2
CD,274,3,0,0,0,0
CD,274,6,2,0,2,0
CD,274,4,2,0,2,0
CD,275,24,6,0,2,4
CD,275,21,4,0,4,0
CD,275,2,0,0,0,0
CD,275,27,7,0,6,1
CD,275,23,4,0,2,2
CD,275,4,3,0,3,0
CD,275,8,4,0,0,4
CD,275,5,2,0,2,0
CD,276,23,4,0,4,0
CD,276,19,4,0,0,4
CD,276,16,6,0,4,2
CD,276,13,2,0,0,2
CD,276,11,4,0,4,0
CD,276,12,0,0,0,0
CD,276,12,4,0,2,2
CD,276,3,0,0,0,0
CD,276,3,0,0,0,0
CD,276,1,0,0,0,0
CD,277,46,19,0,15,4
CD,277,28,15,0,14,1
CD,277,12,5,0,5,0
CD,277,18,6,0,6,0
CD,277,16,4,0,2,2
CD,277,6,0,0,0,0
CD,277,4,0,0,0,0
CD,278,25,6,0,2,4
CD,278,13,4,0,2,2
CD,278,14,0,0,0,0
CD,278,27,16,0,16,0
CD,278,12,2,0,2,0
CD,278,13,8,0,8,0
CD,278,11,6,0,6,0
CD,278,10,2,0,0,2
CD,278,6,0,0,0,0
CD,278,3,0,0,0,0
CD,279,18,4,0,4,0
CD,279,31,22,0,22,0
CD,280,10,0,0,0,0
CD,280,16,5,0,4,1
CD,280,3,0,0,0,0
CD,280,4,2,0,2,0
CD,281,50,20,0,20,0
CD,281,10,2,0,2,0
CD,281,9,0,0,0,0
CD,281,12,6,0,6,0
CD,281,15,5,0,5,0
CD,281,10,2,0,2,0
CD,281,13,8,0,8,0
CD,282,53,32,0,26,6
CD,282,8,0,0,0,0
CD,282,12,4,0,4,0
CD,282,12,10,0,10,0
CD,282,10,0,0,0,0
CD,282,6,2,0,2,0
CD,282,10,0,0,0,0
CD,283,21,10,0,8,2
CD,283,26,10,0,8,2
CD,283,20,7,0,7,0
CD,283,7,0,0,0,0
CD,283,6,0,0,0,0
CD,283,3,0,0,0,0
CD,284,21,7,0,7,0
CD,284,20,6,0,4,2
CD,284,8,0,0,0,0
CD,285,26,14,0,14,0
CD,285,23,10,0,10,0
CD,285,15,9,0,8,1
CD,285,11,4,0,2,2
CD,285,6,2,0,2,0
CD,285,5,0,0,0,0
CD,285,3,0,0,0,0
CD,286,30,0,0,0,0
CD,286,16,2,0,2,0
CD,286,19,8,0,8,0
CD,286,16,4,0,2,2
CD,286,8,2,0,2,0
CD,286,7,3,0,3,0
CD,286,6,0,0,0,0
CD,287,29,14,0,12,2
CD,287,15,4,0,4,0
CD,287,12,5,0,5,0
CD,287,17,5,0,5,0
CD,287,5,0,0,0,0
CD,287,0,0,0,0,0
CD,288,18,6,0,5,1
CD,288,16,0,0,0,0
CD,288,12,3,0,3,0
CD,288,5,2,0,2,0
CD,288,8,4,0,4,0
CD,288,4,0,0,0,0
CD,289,29,13,0,4,9
CD,289,14,3,0,2,1
CD,289,22,5,0,3,2
CD,289,16,6,0,4,2
CD,289,8,0,0,0,0
CD,289,7,0,0,0,0
CD,289,12,3,0,2,1
CD,290,48,23,0,16,7
CD,290,10,8,0,8,0
CD,290,23,6,0,4,2
CD,290,9,4,0,4,0
CD,290,9,2,0,2,0
CD,290,14,4,0,2,2
CD,290,7,2,0,2,0
CD,290,5,0,0,0,0
CD,290,4,0,0,0,0
CD,290,5,2,0,2,0
CD,290,2,0,0,0,0
CD,291,18,6,0,2,4
CD,291,20,7,0,7,0
CD,291,10,0,0,0,0
CD,292,10,5,0,5,0
CD,292,10,5,0,5,0
CD,292,8,4,0,2,2
CD,292,6,3,0,3,0
CD,292,8,0,0,0,0
CD,292,8,5,0,3,2
CD,293,26,15,0,12,3
CD,293,29,13,2,11,0
CD,293,12,0,0,0,0
CD,293,11,6,0,4,2
CD,293,7,2,0,2,0
CD,293,5,0,0,0,0
CD,294,61,36,0,31,5
CD,294,6,2,0,2,0
CD,294,6,3,0,2,1
CD,294,9,0,0,0,0
CD,294,4,0,0,0,0
CD,295,32,15,0,13,2
CD,295,21,7,0,7,0
CD,295,5,0,0,0,0
CD,295,7,0,0,0,0
CD,295,8,2,0,2,0
CD,295,1,0,0,0,0
CD,296,28,17,0,16,1
CD,296,54,33,0,28,5
CD,296,27,15,0,15,0
CD,296,8,0,0,0,0
CD,296,7,0,0,0,0
CD,296,25,15,0,13,2
CD,296,13,5,0,5,0
CD,296,6,0,0,0,0
CD,296,1,0,0,0,0
CD,297,12,0,0,0,0
CD,297,17,7,0,7,0
CD,297,18,6,0,6,0
CD,297,24,7,0,7,0
CD,297,27,16,0,12,4
CD,297,37,12,0,10,2
CD,297,21,10,0,9,1
CD,297,11,9,0,7,2
CD,297,18,7,0,7,0
CD,297,13,4,0,2,2
CD,297,10,3,0,3,0
CD,297,3,0,0,0,0
CD,298,11,4,0,4,0
CD,298,15,4,0,4,0
CD,298,17,7,0,4,3
CD,298,11,5,0,5,0
CD,298,10,2,0,2,0
CD,298,6,2,0,0,2
CD,298,18,8,0,6,2
CD,298,12,2,0,2,0
CD,298,2,0,0,0,0
CD,299,54,22,0,19,3
CD,299,28,15,0,11,4
CD,299,54,26,0,21,5
CD,299,21,4,0,2,2
CD,299,21,12,0,12,0
CD,299,11,4,0,4,0
CD,300,9,4,0,4,0
CD,300,30,16,0,16,0
CD,300,23,9,0,9,0
CD,300,18,4,0,4,0
CD,300,10,5,0,3,2
CD,300,5,0,0,0,0
CD,300,1,0,0,0,0
CD,300,3,0,0,0,0
CD,301,31,19,0,19,0
CD,301,18,8,0,8,0
CD,301,14,2,0,2,0
CD,301,15,4,0,4,0
CD,301,6,4,0,0,4
CD,302,23,10,0,8,2
CD,303,31,17,2,10,5
CD,303,34,10,0,10,0
CD,303,16,0,0,0,0
CD,303,17,8,0,8,0
CD,303,21,4,0,4,0
CD,303,4,0,0,0,0
CD,303,15,3,0,0,3
CD,303,18,9,0,9,0
CD,303,9,2,0,2,0
CD,303,14,3,0,3,0
CD,303,5,0,0,0,0
CD,303,6,0,0,0,0
CD,304,28,13,0,10,3
CD,304,17,4,0,2,2
CD,304,18,7,0,3,4
CD,304,6,0,0,0,0
CD,304,10,2,0,2,0
CD,305,28,11,0,7,4
CD,305,16,6,0,6,0
CD,305,9,0,0,0,0
CD,305,7,2,0,2,0
CD,305,5,2,0,2,0
CD,305,7,0,0,0,0
CD,306,18,2,0,2,0
CD,306,29,22,0,21,1
CD,306,35,17,0,14,3
CD,306,11,4,0,4,0
CD,307,15,8,3,1,4
CD,307,33,15,0,12,3
CD,307,15,7,0,7,0
CD,307,5,2,0,2,0
CD,308,32,14,0,14,0
CD,308,17,4,0,4,0
CD,308,6,0,0,0,0
CD,308,10,4,0,4,0
CD,308,6,2,0,0,2
CD,309,43,19,0,10,9
CD,309,6,2,0,2,0
CD,309,7,2,0,2,0
CD,309,10,3,0,2,1
CD,309,14,2,0,0,2
CD,309,14,4,0,2,2
CD,309,7,3,0,2,1
CD,309,6,0,0,0,0
CD,309,4,2,0,2,0
CD,310,30,11,0,9,2
CD,310,9,4,0,4,0
CD,310,4,2,0,2,0
CD,311,41,24,0,18,6
CD,311,30,18,0,15,3
CD,311,13,2,0,2,0
CD,311,22,15,0,15,0
CD,311,22,11,2,7,2
CD,311,34,15,0,13,2
CD,311,13,4,0,4,0
CD,311,11,2,0,2,0
CD,311,16,4,0,2,2
CD,311,13,10,2,8,0
CD,311,9,4,0,4,0
CD,311,7,2,0,2,0
CD,311,5,0,0,0,0
CD,311,6,2,0,0,2
CD,312,26,10,0,8,2
CD,312,18,6,0,4,2
CD,312,19,4,0,4,0
CD,312,27,13,0,12,1
CD,312,9,0,0,0,0
CD,312,11,0,0,0,0
CD,313,7,0,0,0,0
CD,313,41,14,0,14,0
CD,313,20,3,0,3,0
CD,313,11,2,0,2,0
CD,313,14,3,0,2,1
CD,313,7,3,0,3,0
CD,313,8,4,0,2,2
CD,314,27,16,0,16,0
CD,314,11,4,0,2,2
CD,314,13,0,0,0,0
CD,314,18,2,0,2,0
CD,314,0,0,0,0,0
CD,314,0,0,0,0,0
CD,315,21,6,0,6,0
CD,315,31,16,0,14,2
CD,315,19,7,0,6,1
CD,315,20,4,0,4,0
CD,316,41,20,0,14,6
CD,316,10,3,0,3,0
CD,316,15,2,0,0,2
CD,316,1,0,0,0,0
CD,316,12,7,0,7,0
CD,316,9,3,0,2,1
CD,316,7,2,0,2,0
CD,316,8,2,0,2,0
CD,317,23,12,0,12,0
CD,317,19,6,0,6,0
CD,317,22,13,0,13,0
CD,317,8,2,0,2,0
CD,317,6,2,0,2,0
CD,317,16,6,0,6,0
CD,317,7,2,0,2,0
CD,317,3,2,0,2,0
CD,318,44,17,0,10,7
CD,318,18,9,0,7,2
CD,318,19,9,0,9,0
CD,319,29,12,0,5,7
CD,319,20,12,0,10,2
CD,319,19,7,0,4,3
CD,319,25,10,0,9,1
CD,319,12,2,0,2,0
CD,319,16,4,0,4,0
CD,319,20,7,0,5,2
CD,319,7,0,0,0,0
CD,319,4,0,0,0,0
CD,319,8,0,0,0,0
CD,319,3,0,0,0,0
CD,319,3,0,0,0,0
CD,320,34,17,0,16,1
CD,320,22,12,0,12,0
CD,320,17,9,2,6,1
CD,320,34,19,0,19,0
CD,320,7,4,0,4,0
CD,321,22,12,0,12,0
CD,321,19,8,0,8,0
CD,321,11,2,0,2,0
CD,321,9,0,0,0,0
CD,321,13,6,0,6,0
CD,321,14,8,0,4,4
CD,321,3,2,0,2,0
CD,322,40,11,0,7,4
CD,322,29,7,0,3,4
CD,322,10,6,0,6,0
CD,322,13,4,0,2,2
CD,322,6,0,0,0,0
CD,322,3,0,0,0,0
CD,323,26,13,0,12,1
CD,323,15,0,0,0,0
CD,323,13,0,0,0,0
CD,323,18,7,0,7,0
CD,323,18,4,0,2,2
CD,323,9,2,0,0,2
CD,324,36,12,0,5,7
CD,324,44,22,0,21,1
CD,324,28,15,0,15,0
CD,324,9,2,0,2,0
CD,324,7,0,0,0,0
CD,324,16,8,0,7,1
CD,324,6,2,0,2,0
CD,325,44,25,0,22,3
CD,325,51,27,0,26,1
CD,325,43,19,0,17,2
CD,325,12,0,0,0,0
CD,325,11,2,0,2,0
CD,325,29,9,0,5,4
CD,325,27,12,0,11,1
CD,325,15,6,0,6,0
CD,325,22,5,0,5,0
CD,325,10,0,0,0,0
CD,325,5,0,0,0,0
CD,325,3,0,0,0,0
CD,327,2,0,0,0,0
CD,328,22,2,0,2,0
CD,328,48,30,0,28,2
CD,328,21,6,0,6,0
CD,328,12,4,0,4,0
CD,329,28,4,0,4,0
CD,329,41,23,0,16,7
CD,329,10,4,0,4,0
CD,329,17,2,0,2,0
CD,329,17,0,0,0,0
CD,329,10,0,0,0,0
CD,329,2,0,0,0,0
CD,329,7,0,0,0,0
CD,329,4,0,0,0,0
CD,329,2,0,0,0,0
CD,330,65,39,0,33,6
CD,330,15,6,0,6,0
CD,330,8,0,0,0,0
CD,330,9,0,0,0,0
CD,330,10,6,0,5,1
CD,331,49,25,0,16,9
CD,331,16,0,0,0,0
CD,331,8,2,0,0,2
CD,331,3,2,0,2,0
CD,332,33,23,0,21,2
CD,332,20,7,0,7,0
CD,332,1,0,0,0,0
CD,333,21,4,0,4,0
CD,333,15,4,0,2,2
CD,333,15,7,0,7,0
CD,333,11,0,0,0,0
CD,333,12,7,0,7,0
CD,333,4,0,0,0,0
CD,333,4,0,0,0,0
CD,334,17,6,0,4,2
CD,334,21,4,0,0,4
CD,334,12,4,0,4,0
CD,334,4,0,0,0,0
CD,334,14,6,0,4,2
CD,334,2,0,0,0,0
CD,335,22,9,0,9,0
CD,335,25,10,0,8,2
CD,335,15,4,0,4,0
CD,335,14,8,0,8,0
CD,335,10,0,0,0,0
CD,335,11,0,0,0,0
CD,336,26,11,0,11,0
CD,336,15,4,0,2,2
CD,336,24,7,0,7,0
CD,336,44,25,0,25,0
CD,336,9,4,0,4,0
CD,337,45,20,0,20,0
CD,337,28,9,0,9,0
CD,337,18,5,0,3,2
CD,337,6,0,0,0,0
CD,337,4,0,0,0,0
CD,338,37,16,0,10,6
CD,338,16,6,0,4,2
CD,338,15,5,0,3,2
CD,338,17,11,0,8,3
CD,338,7,0,0,0,0
CD,338,6,2,0,2,0
CD,338,2,0,0,0,0
CD,339,52,28,0,23,5
CD,339,40,15,0,14,1
CD,339,17,6,0,6,0
CD,339,11,2,0,2,0
CD,339,10,0,0,0,0
CD,339,12,9,0,8,1
CD,340,36,4,0,0,4
CD,340,19,0,0,10,0
CD,340,2,0,0,0,0
CD,341,20,4,0,4,0
CD,341,28,9,0,7,2
CD,341,19,9,0,9,0
CD,341,24,4,0,2,2
CD,341,15,6,0,2,4
CD,341,8,0,0,0,0
CD,342,41,23,0,19,4
CD,342,26,16,0,16,0
CD,342,6,3,0,3,0
CD,342,9,5,0,5,0
CD,342,5,0,0,0,0
CD,343,41,28,0,28,0
CD,343,17,5,0,5,0
CD,343,16,5,0,5,0
CD,343,13,7,0,7,0
CD,343,19,8,0,8,0
CD,343,7,0,0,0,0
CD,344,67,48,3,38,7
CD,344,35,15,0,12,3
CD,344,27,15,2,8,5
CD,344,22,7,0,7,0
CD,344,20,10,0,10,0
CD,344,14,7,0,4,3
CD,344,14,5,0,5,0
CD,345,29,9,0,4,5
CD,345,21,7,0,7,0
CD,345,30,7,0,7,0
CD,346,11,3,0,3,0
